# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,
# Sat Oct 12 01:44:50 2013,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter],,,,,,,,,,,,,,,,,,
# COLUMN pl_radlim:      Planet Radius (limit flag),,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,star,pl_radj,pl_orbsmax,texture,,,,,,,day,pl_orbper,year,pl_discmethod,pl_orbincl,pl_radlim
434,HD 117207,b,0,,3.79,textures/earth.jpg,-,-,-,-,-,-,,2597,7.115068493,Radial Velocity,,
435,HD 117618,b,0,,0.176,textures/earth.jpg,-,-,-,-,-,-,,25.827,0.070758904,Radial Velocity,,
436,HD 118203,b,0,,0.07,textures/earth.jpg,-,-,-,-,-,-,,6.1335,0.01680411,Radial Velocity,,
437,HD 120084,b,0,,4.3,textures/earth.jpg,-,-,-,-,-,-,,2082,5.704109589,Radial Velocity,,
438,HD 121504,b,0,,0.33,textures/earth.jpg,-,-,-,-,-,-,,63.33,0.173506849,Radial Velocity,,
439,HD 122430,b,0,,1.02,textures/earth.jpg,-,-,-,-,-,-,,344.95,0.945068493,Radial Velocity,,
440,HD 125612,b,0,,1.37,textures/earth.jpg,-,-,-,-,-,-,,559.4,1.53260274,Radial Velocity,,
441,HD 125612,c,0,,0.05,textures/earth.jpg,-,-,-,-,-,-,,4.1547,0.01138274,Radial Velocity,,
442,HD 125612,d,0,,4.2,textures/earth.jpg,-,-,-,-,-,-,,3008,8.24109589,Radial Velocity,,
443,HD 125595,b,0,,0.0809,textures/earth.jpg,-,-,-,-,-,-,,9.6737,0.026503288,Radial Velocity,,
444,HD 126614,b,0,,2.35,textures/earth.jpg,-,-,-,-,-,-,,1244,3.408219178,Radial Velocity,,
445,HD 126525,b,0,,1.8105,textures/earth.jpg,-,-,-,-,-,-,,948.12,2.597589041,Radial Velocity,,
446,HD 128311,b,0,,1.086,textures/earth.jpg,-,-,-,-,-,-,,454.2,1.244383562,Radial Velocity,,
447,HD 128311,c,0,,1.745,textures/earth.jpg,-,-,-,-,-,-,,923.8,2.530958904,Radial Velocity,,
448,HD 129445,b,0,,2.9,textures/earth.jpg,-,-,-,-,-,-,,1840,5.04109589,Radial Velocity,,
449,HD 130322,b,0,,0.0896,textures/earth.jpg,-,-,-,-,-,-,,10.7085,0.029338356,Radial Velocity,,
450,HD 131496,b,0,,2.09,textures/earth.jpg,-,-,-,-,-,-,,883,2.419178082,Radial Velocity,,
451,HD 132406,b,0,,1.98,textures/earth.jpg,-,-,-,-,-,-,,974,2.668493151,Radial Velocity,,
452,HD 132563,b,0,,2.62,textures/earth.jpg,-,-,-,-,-,-,,1544,4.230136986,Radial Velocity,,
453,HD 131664,b,0,,3.17,textures/earth.jpg,-,-,-,-,-,-,,1951,5.345205479,Radial Velocity,,
454,HD 134060,b,0,,0.0444,textures/earth.jpg,-,-,-,-,-,-,,3.27,0.008958904,Radial Velocity,,
455,HD 134060,c,0,,2.2263,textures/earth.jpg,-,-,-,-,-,-,,1160.9,3.180547945,Radial Velocity,,
456,HD 134987,b,0,,0.81,textures/earth.jpg,-,-,-,-,-,-,,258.19,0.707369863,Radial Velocity,,
457,HD 134987,c,0,,5.8,textures/earth.jpg,-,-,-,-,-,-,,5000,13.69863014,Radial Velocity,,
458,HD 134606,b,0,,0.1023,textures/earth.jpg,-,-,-,-,-,-,,12.083,0.03310411,Radial Velocity,,
459,HD 134606,c,0,,0.2962,textures/earth.jpg,-,-,-,-,-,-,,59.519,0.163065753,Radial Velocity,,
460,HD 134606,d,0,,1.1567,textures/earth.jpg,-,-,-,-,-,-,,459.26,1.258246575,Radial Velocity,,
461,HD 136418,b,0,,1.32,textures/earth.jpg,-,-,-,-,-,-,,464.3,1.272054795,Radial Velocity,,
462,HD 136352,b,0,,0.0933,textures/earth.jpg,-,-,-,-,-,-,,11.577,0.031717808,Radial Velocity,,
463,HD 136352,c,0,,0.1665,textures/earth.jpg,-,-,-,-,-,-,,27.582,0.075567123,Radial Velocity,,
464,HD 136352,d,0,,0.411,textures/earth.jpg,-,-,-,-,-,-,,106.72,0.292383562,Radial Velocity,,
465,HD 139357,b,0,,2.36,textures/earth.jpg,-,-,-,-,-,-,,1125.7,3.084109589,Radial Velocity,,
466,HD 137388A,b,0,,0.89,textures/earth.jpg,-,-,-,-,-,-,,330,0.904109589,Radial Velocity,,
467,HD 330075,b,0,,0.043,textures/earth.jpg,-,-,-,-,-,-,,3.369,0.009230137,Radial Velocity,,
468,HD 141937,b,0,,1.52,textures/earth.jpg,-,-,-,-,-,-,,653.22,1.789643836,Radial Velocity,,
469,HD 142245,b,0,,2.77,textures/earth.jpg,-,-,-,-,-,-,,1299,3.55890411,Radial Velocity,,
470,HD 142415,b,0,,1.05,textures/earth.jpg,-,-,-,-,-,-,,386.3,1.058356164,Radial Velocity,,
471,HD 143361,b,0,,2,textures/earth.jpg,-,-,-,-,-,-,,1057,2.895890411,Radial Velocity,,
472,HD 145457,b,0,,0.76,textures/earth.jpg,-,-,-,-,-,-,,176.3,0.483013699,Radial Velocity,,
473,HD 142022A,b,0,,3.03,textures/earth.jpg,-,-,-,-,-,-,,1928,5.282191781,Radial Velocity,,
474,HD 145377,b,0,,0.45,textures/earth.jpg,-,-,-,-,-,-,,103.95,0.284794521,Radial Velocity,,
475,HD 147018,b,0,,0.2388,textures/earth.jpg,-,-,-,-,-,-,,44.236,0.121194521,Radial Velocity,,
476,HD 147018,c,0,,1.922,textures/earth.jpg,-,-,-,-,-,-,,1008,2.761643836,Radial Velocity,,
477,HD 147513,b,0,,1.32,textures/earth.jpg,-,-,-,-,-,-,,528.4,1.447671233,Radial Velocity,,
478,HD 148156,b,0,,2.45,textures/earth.jpg,-,-,-,-,-,-,,1027,2.81369863,Radial Velocity,,
479,HD 148427,b,0,,0.93,textures/earth.jpg,-,-,-,-,-,-,,331.5,0.908219178,Radial Velocity,,
480,HD 149026,b,0,0.813,0.04288,textures/earth.jpg,-,-,-,-,-,-,,2.8758911,0.007879154,Radial Velocity,88,0
481,HD 149143,b,0,,0.053,textures/earth.jpg,-,-,-,-,-,-,,4.072,0.011156164,Radial Velocity,,
482,HD 149382,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,2.391,0.006550685,Radial Velocity,39,
483,HD 150433,b,0,,1.9303,textures/earth.jpg,-,-,-,-,-,-,,1096.2,3.003287671,Radial Velocity,,
484,HD 152079,b,0,,3.2,textures/earth.jpg,-,-,-,-,-,-,,2097,5.745205479,Radial Velocity,,
485,HD 152581,b,0,,1.48,textures/earth.jpg,-,-,-,-,-,-,,689,1.887671233,Radial Velocity,,
486,HD 154345,b,0,,4.19,textures/earth.jpg,-,-,-,-,-,-,,3342,9.156164384,Radial Velocity,,
487,HD 154088,b,0,,0.1316,textures/earth.jpg,-,-,-,-,-,-,,18.596,0.050947945,Radial Velocity,,
488,HD 153950,b,0,,1.28,textures/earth.jpg,-,-,-,-,-,-,,499.4,1.368219178,Radial Velocity,,
489,HD 155358,b,0,,0.64,textures/earth.jpg,-,-,-,-,-,-,,194.3,0.532328767,Radial Velocity,,
490,HD 155358,c,0,,1.02,textures/earth.jpg,-,-,-,-,-,-,,391.9,1.07369863,Radial Velocity,,
491,HD 154672,b,0,,0.6,textures/earth.jpg,-,-,-,-,-,-,,163.9,0.449041096,Radial Velocity,,
492,HD 154857,b,0,,1.2,textures/earth.jpg,-,-,-,-,-,-,,409,1.120547945,Radial Velocity,,
493,HD 156279,b,0,,0.495,textures/earth.jpg,-,-,-,-,-,-,,131.05,0.359041096,Radial Velocity,,
494,HD 156668,b,0,,0.05,textures/earth.jpg,-,-,-,-,-,-,,4.6455,0.012727397,Radial Velocity,,
495,HD 156411,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,842,2.306849315,Radial Velocity,,
496,HD 156846,b,0,,1.096,textures/earth.jpg,-,-,-,-,-,-,,359.5546,0.985081096,Radial Velocity,,
497,HD 157172,b,0,,0.416,textures/earth.jpg,-,-,-,-,-,-,,104.84,0.287232877,Radial Velocity,,
498,HD 158038,b,0,,1.52,textures/earth.jpg,-,-,-,-,-,-,,521,1.42739726,Radial Velocity,,
499,HD 159868,b,0,,2.25,textures/earth.jpg,-,-,-,-,-,-,,1178.4,3.228493151,Radial Velocity,,
500,HD 159868,c,0,,1,textures/earth.jpg,-,-,-,-,-,-,,352.3,0.965205479,Radial Velocity,,
501,HD 160691,b,0,,1.497,textures/earth.jpg,-,-,-,-,-,-,,643.25,1.762328767,Radial Velocity,,
502,HD 160691,c,0,,5.235,textures/earth.jpg,-,-,-,-,-,-,,4205.8,11.52273973,Radial Velocity,,
503,HD 160691,d,0,,0.09094,textures/earth.jpg,-,-,-,-,-,-,,9.6386,0.026407123,Radial Velocity,,
504,HD 160691,e,0,,0.921,textures/earth.jpg,-,-,-,-,-,-,,310.55,0.850821918,Radial Velocity,,
505,HD 162020,b,0,,0.074,textures/earth.jpg,-,-,-,-,-,-,,8.428198,0.023090953,Radial Velocity,,
506,HD 163607,b,0,,0.36,textures/earth.jpg,-,-,-,-,-,-,,75.29,0.206273973,Radial Velocity,,
507,HD 163607,c,0,,2.42,textures/earth.jpg,-,-,-,-,-,-,,1314,3.6,Radial Velocity,,
508,HD 164509,b,0,,0.875,textures/earth.jpg,-,-,-,-,-,-,,282.4,0.77369863,Radial Velocity,,
509,HD 164922,b,0,,2.11,textures/earth.jpg,-,-,-,-,-,-,,1155,3.164383562,Radial Velocity,,
510,HD 164604,b,0,,1.3,textures/earth.jpg,-,-,-,-,-,-,,606.4,1.661369863,Radial Velocity,,
511,HD 167042,b,0,,1.32,textures/earth.jpg,-,-,-,-,-,-,,420.77,1.152794521,Radial Velocity,,
512,HD 166724,b,0,,5.42,textures/earth.jpg,-,-,-,-,-,-,,5144,14.09315068,Radial Velocity,,
513,HD 168443,b,0,,0.3,textures/earth.jpg,-,-,-,-,-,-,,58.11289,0.159213397,Radial Velocity,,
514,HD 168443,c,0,,2.91,textures/earth.jpg,-,-,-,-,-,-,,1749.5,4.793150685,Radial Velocity,,
515,HD 168746,b,0,,0.065,textures/earth.jpg,-,-,-,-,-,-,,6.403,0.017542466,Radial Velocity,,
516,HD 169830,b,0,,0.81,textures/earth.jpg,-,-,-,-,-,-,,225.62,0.618136986,Radial Velocity,,
517,HD 169830,c,0,,3.6,textures/earth.jpg,-,-,-,-,-,-,,2102,5.75890411,Radial Velocity,,
518,HD 170469,b,0,,2.1,textures/earth.jpg,-,-,-,-,-,-,,1145,3.136986301,Radial Velocity,,
519,HD 171028,b,0,,1.29,textures/earth.jpg,-,-,-,-,-,-,,538,1.473972603,Radial Velocity,,
520,HD 171238,b,0,,2.54,textures/earth.jpg,-,-,-,-,-,-,,1523,4.17260274,Radial Velocity,,
521,HD 173416,b,0,,1.16,textures/earth.jpg,-,-,-,-,-,-,,323.6,0.886575342,Radial Velocity,,
522,HD 175541,b,0,,1.03,textures/earth.jpg,-,-,-,-,-,-,,297.3,0.814520548,Radial Velocity,,
523,HD 176051,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,1016,2.783561644,Astrometry,,
524,HD 175167,b,0,,2.4,textures/earth.jpg,-,-,-,-,-,-,,1290,3.534246575,Radial Velocity,,
525,HD 177830,b,0,,1.2218,textures/earth.jpg,-,-,-,-,-,-,,406.6,1.113972603,Radial Velocity,,
526,HD 177830,c,0,,0.5137,textures/earth.jpg,-,-,-,-,-,-,,110.9,0.303835616,Radial Velocity,,
527,HD 178911B,b,0,,0.32,textures/earth.jpg,-,-,-,-,-,-,,71.487,0.195854795,Radial Velocity,,
528,HD 179079,b,0,,0.11,textures/earth.jpg,-,-,-,-,-,-,,14.476,0.039660274,Radial Velocity,,
529,HD 180314,b,0,,1.4,textures/earth.jpg,-,-,-,-,-,-,,396.03,1.085013699,Radial Velocity,,
530,HD 179949,b,0,,0.045,textures/earth.jpg,-,-,-,-,-,-,,3.0925,0.008472603,Radial Velocity,,
531,HD 180902,b,0,,1.39,textures/earth.jpg,-,-,-,-,-,-,,479,1.312328767,Radial Velocity,,
532,HD 181342,b,0,,1.78,textures/earth.jpg,-,-,-,-,-,-,,663,1.816438356,Radial Velocity,,
533,HD 181720,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,956,2.619178082,Radial Velocity,,
534,HD 181433,b,0,,0.08,textures/earth.jpg,-,-,-,-,-,-,,9.3743,0.025683014,Radial Velocity,,
535,HD 181433,c,0,,1.76,textures/earth.jpg,-,-,-,-,-,-,,962,2.635616438,Radial Velocity,,
536,HD 181433,d,0,,3,textures/earth.jpg,-,-,-,-,-,-,,2172,5.950684932,Radial Velocity,,
537,HD 183263,b,0,,1.52,textures/earth.jpg,-,-,-,-,-,-,,634.23,1.737616438,Radial Velocity,,
538,HD 183263,c,0,,4.25,textures/earth.jpg,-,-,-,-,-,-,,2950,8.082191781,Radial Velocity,,
539,HD 185269,b,0,,0.077,textures/earth.jpg,-,-,-,-,-,-,,6.838,0.018734247,Radial Velocity,,
540,HD 187123,b,0,,0.042,textures/earth.jpg,-,-,-,-,-,-,,3.097,0.008484932,Radial Velocity,,
541,HD 187123,c,0,,4.89,textures/earth.jpg,-,-,-,-,-,-,,3810,10.43835616,Radial Velocity,,
542,HD 187085,b,0,,2.05,textures/earth.jpg,-,-,-,-,-,-,,986,2.701369863,Radial Velocity,,
543,HD 188015,b,0,,1.19,textures/earth.jpg,-,-,-,-,-,-,,456.46,1.250575342,Radial Velocity,,
544,HD 189733,b,0,1.151,0.03142,textures/earth.jpg,-,-,-,-,-,-,,2.21857578,0.00607829,Radial Velocity,85.78,0
545,HD 190228,b,0,,2.31,textures/earth.jpg,-,-,-,-,-,-,,1127,3.087671233,Radial Velocity,,
546,HD 190360,b,0,,3.92,textures/earth.jpg,-,-,-,-,-,-,,2891,7.920547945,Radial Velocity,,
547,HD 190360,c,0,,0.128,textures/earth.jpg,-,-,-,-,-,-,,17.1,0.046849315,Radial Velocity,,
548,HD 189567,b,0,,0.1099,textures/earth.jpg,-,-,-,-,-,-,,14.275,0.039109589,Radial Velocity,,
549,HD 190647,b,0,,2.07,textures/earth.jpg,-,-,-,-,-,-,,1038.1,2.844109589,Radial Velocity,,
550,HD 190984,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,4885,13.38356164,Radial Velocity,,
551,HD 192263,b,0,,0.15,textures/earth.jpg,-,-,-,-,-,-,,24.348,0.066706849,Radial Velocity,,
552,HD 192310,b,0,,0.32,textures/earth.jpg,-,-,-,-,-,-,,74.72,0.204712329,Radial Velocity,,
553,HD 192310,c,0,,1.18,textures/earth.jpg,-,-,-,-,-,-,,525.8,1.440547945,Radial Velocity,,
554,HD 192699,b,0,,1.16,textures/earth.jpg,-,-,-,-,-,-,,351.5,0.963013699,Radial Velocity,,
555,HD 195019,b,0,,0.1388,textures/earth.jpg,-,-,-,-,-,-,,18.20163,0.049867479,Radial Velocity,,
556,HD 196050,b,0,,2.5,textures/earth.jpg,-,-,-,-,-,-,,1289,3.531506849,Radial Velocity,,
557,HD 197037,b,0,,2.07,textures/earth.jpg,-,-,-,-,-,-,,1035.7,2.837534247,Radial Velocity,,
558,HD 196885,b,0,,2.37,textures/earth.jpg,-,-,-,-,-,-,,1333,3.652054795,Radial Velocity,,
559,HD 196067,b,0,,5.02,textures/earth.jpg,-,-,-,-,-,-,,3638,9.967123288,Radial Velocity,,
560,HD 200964,b,0,,1.601,textures/earth.jpg,-,-,-,-,-,-,,613.8,1.681643836,Radial Velocity,,
561,HD 200964,c,0,,1.95,textures/earth.jpg,-,-,-,-,-,-,,825,2.260273973,Radial Velocity,,
562,HD 202206,b,0,,0.83,textures/earth.jpg,-,-,-,-,-,-,,255.87,0.701013699,Radial Velocity,,
563,HD 202206,c,0,,2.55,textures/earth.jpg,-,-,-,-,-,-,,1383.4,3.790136986,Radial Velocity,,
564,HD 203030,b,0,,487.1,textures/earth.jpg,-,-,-,-,-,-,,,,Imaging,,
565,HD 204313,b,0,,3.082,textures/earth.jpg,-,-,-,-,-,-,,1931,5.290410959,Radial Velocity,,
566,HD 204313,c,0,,0.2103,textures/earth.jpg,-,-,-,-,-,-,,34.873,0.095542466,Radial Velocity,,
567,HD 204313,d,0,,3.93,textures/earth.jpg,-,-,-,-,-,-,,2831.6,7.757808219,Radial Velocity,,
568,HD 204941,b,0,,2.56,textures/earth.jpg,-,-,-,-,-,-,,1733,4.747945205,Radial Velocity,,
569,HD 205739,b,0,,0.896,textures/earth.jpg,-,-,-,-,-,-,,279.8,0.766575342,Radial Velocity,,
570,HD 206610,b,0,,1.68,textures/earth.jpg,-,-,-,-,-,-,,610,1.671232877,Radial Velocity,,
571,HD 207832,b,0,,0.57,textures/earth.jpg,-,-,-,-,-,-,,161.97,0.443753425,Radial Velocity,,
572,HD 207832,c,0,,2.112,textures/earth.jpg,-,-,-,-,-,-,,1155.7,3.16630137,Radial Velocity,,
573,HD 208527,b,0,,2.1,textures/earth.jpg,-,-,-,-,-,-,,875.5,2.398630137,Radial Velocity,,
574,HD 208487,b,0,,0.49,textures/earth.jpg,-,-,-,-,-,-,,123,0.336986301,Radial Velocity,,
575,HD 209458,b,0,1.38,0.04747,textures/earth.jpg,-,-,-,-,-,-,,3.52474859,0.009656845,Radial Velocity,86.59,0
576,HD 210277,b,0,,1.1,textures/earth.jpg,-,-,-,-,-,-,,442.1,1.211232877,Radial Velocity,,
577,HD 210702,b,0,,1.2,textures/earth.jpg,-,-,-,-,-,-,,354.8,0.972054795,Radial Velocity,,
578,HD 212771,b,0,,1.22,textures/earth.jpg,-,-,-,-,-,-,,373.3,1.022739726,Radial Velocity,,
579,HD 212301,b,0,,0.036,textures/earth.jpg,-,-,-,-,-,-,,2.245715,0.006152644,Radial Velocity,,
580,HD 213240,b,0,,2.03,textures/earth.jpg,-,-,-,-,-,-,,951,2.605479452,Radial Velocity,,
581,HD 215152,b,0,,0.0652,textures/earth.jpg,-,-,-,-,-,-,,7.2825,0.019952055,Radial Velocity,,
582,HD 215152,c,0,,0.0852,textures/earth.jpg,-,-,-,-,-,-,,10.866,0.029769863,Radial Velocity,,
583,HD 215456,b,0,,0.652,textures/earth.jpg,-,-,-,-,-,-,,191.99,0.526,Radial Velocity,,
584,HD 215456,c,0,,3.394,textures/earth.jpg,-,-,-,-,-,-,,2277,6.238356164,Radial Velocity,,
585,HD 215497,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,3.93,0.010767123,Radial Velocity,,
586,HD 215497,c,0,,,textures/earth.jpg,-,-,-,-,-,-,,567,1.553424658,Radial Velocity,,
587,HD 216435,b,0,,2.56,textures/earth.jpg,-,-,-,-,-,-,,1311,3.591780822,Radial Velocity,,
588,HD 216437,b,0,,2.7,textures/earth.jpg,-,-,-,-,-,-,,1294,3.545205479,Radial Velocity,,
589,HD 216770,b,0,,0.46,textures/earth.jpg,-,-,-,-,-,-,,118.45,0.324520548,Radial Velocity,,
590,HD 217107,b,0,,0.0748,textures/earth.jpg,-,-,-,-,-,-,,7.126816,0.019525523,Radial Velocity,,
591,HD 217107,c,0,,5.32,textures/earth.jpg,-,-,-,-,-,-,,4270,11.69863014,Radial Velocity,,
592,HD 217786,b,0,,2.38,textures/earth.jpg,-,-,-,-,-,-,,1319,3.61369863,Radial Velocity,,
593,HD 218566,b,0,,0.6873,textures/earth.jpg,-,-,-,-,-,-,,225.7,0.618356164,Radial Velocity,,
594,HD 219077,b,0,,6.22,textures/earth.jpg,-,-,-,-,-,-,,5501,15.07123288,Radial Velocity,,
595,HD 219415,b,0,,3.2,textures/earth.jpg,-,-,-,-,-,-,,2093.3,5.735068493,Radial Velocity,,
596,HD 219828,b,0,,0.052,textures/earth.jpg,-,-,-,-,-,-,,3.8335,0.01050274,Radial Velocity,,
597,HD 220074,b,0,,1.6,textures/earth.jpg,-,-,-,-,-,-,,672.1,1.841369863,Radial Velocity,,
598,HD 220689,b,0,,3.36,textures/earth.jpg,-,-,-,-,-,-,,2209,6.052054795,Radial Velocity,,
599,HD 220773,b,0,,4.94,textures/earth.jpg,-,-,-,-,-,-,,3724.7,10.20465753,Radial Velocity,,
600,HD 221287,b,0,,1.25,textures/earth.jpg,-,-,-,-,-,-,,456.1,1.249589041,Radial Velocity,,
601,HD 222155,b,0,,5.1,textures/earth.jpg,-,-,-,-,-,-,,3999,10.95616438,Radial Velocity,,
602,HD 222582,b,0,,1.35,textures/earth.jpg,-,-,-,-,-,-,,572.38,1.568164384,Radial Velocity,,
603,HD 224693,b,0,,0.233,textures/earth.jpg,-,-,-,-,-,-,,26.73,0.073232877,Radial Velocity,,
604,HD 231701,b,0,,0.53,textures/earth.jpg,-,-,-,-,-,-,,141.6,0.387945205,Radial Velocity,,
605,HD 233604,b,0,,0.747,textures/earth.jpg,-,-,-,-,-,-,,192,0.526027397,Radial Velocity,,
606,HD 240210,b,0,,1.33,textures/earth.jpg,-,-,-,-,-,-,,501.75,1.374657534,Radial Velocity,,
607,HD 240237,b,0,,1.9,textures/earth.jpg,-,-,-,-,-,-,,745.7,2.043013699,Radial Velocity,,
608,HD 290327,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,2443,6.693150685,Radial Velocity,,
609,HD 285968,b,0,,0.066,textures/earth.jpg,-,-,-,-,-,-,,8.7836,0.024064658,Radial Velocity,,
610,HIP 5158,b,0,,0.89,textures/earth.jpg,-,-,-,-,-,-,,345.72,0.947178082,Radial Velocity,,
611,HIP 5158,c,0,,7.7,textures/earth.jpg,-,-,-,-,-,-,,9017.8,24.70630137,Radial Velocity,,
612,HIP 12961,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,57,0.156164384,Radial Velocity,,
613,HIP 13044,b,0,,0.116,textures/earth.jpg,-,-,-,-,-,-,,16.2,0.044383562,Radial Velocity,,
614,HIP 14810,b,0,,0.0692,textures/earth.jpg,-,-,-,-,-,-,,6.673855,0.018284534,Radial Velocity,,
615,HIP 14810,c,0,,0.545,textures/earth.jpg,-,-,-,-,-,-,,147.73,0.404739726,Radial Velocity,,
616,HIP 14810,d,0,,1.89,textures/earth.jpg,-,-,-,-,-,-,,952,2.608219178,Radial Velocity,,
617,HIP 57050,b,0,,0.163506,textures/earth.jpg,-,-,-,-,-,-,,41.397,0.113416438,Radial Velocity,,
618,HIP 57274,b,0,,0.07,textures/earth.jpg,-,-,-,-,-,-,,8.1352,0.022288219,Radial Velocity,,
619,HIP 57274,c,0,,0.178,textures/earth.jpg,-,-,-,-,-,-,,32.03,0.087753425,Radial Velocity,,
620,HIP 57274,d,0,,1.01,textures/earth.jpg,-,-,-,-,-,-,,431.7,1.182739726,Radial Velocity,,
621,HIP 63510,c,0,1.22,1168,textures/earth.jpg,-,-,-,-,-,-,,,,Imaging,,0
622,HIP 63242,b,0,,0.565,textures/earth.jpg,-,-,-,-,-,-,,124.6,0.341369863,Radial Velocity,,
623,HIP 70849,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,3000,8.219178082,Radial Velocity,,
624,HIP 75458,b,0,,1.275,textures/earth.jpg,-,-,-,-,-,-,,511.098,1.400268493,Radial Velocity,,
625,HIP 78530,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Imaging,,
626,HIP 79431,b,0,,0.36,textures/earth.jpg,-,-,-,-,-,-,,111.7,0.306027397,Radial Velocity,,
627,HR 810,b,0,,0.91,textures/earth.jpg,-,-,-,-,-,-,,311.288,0.852843836,Radial Velocity,,
628,HR 8799,b,0,1.2,68,textures/earth.jpg,-,-,-,-,-,-,,170000,465.7534247,Imaging,,0
629,HR 8799,c,0,1.2,38,textures/earth.jpg,-,-,-,-,-,-,,69000,189.0410959,Imaging,,0
630,HR 8799,d,0,1.2,24,textures/earth.jpg,-,-,-,-,-,-,,37000,101.369863,Imaging,,0
631,HR 8799,e,0,,14.5,textures/earth.jpg,-,-,-,-,-,-,,18000,49.31506849,Imaging,,
632,KELT-1,b,0,1.11,0.02466,textures/earth.jpg,-,-,-,-,-,-,,1.217514,0.003335655,Transit,87.8,0
633,KELT-2A,b,0,1.286,0.05496,textures/earth.jpg,-,-,-,-,-,-,,4.1137912,0.011270661,Transit,88.6,0
634,KELT-3,b,0,1.345,0.04122,textures/earth.jpg,-,-,-,-,-,-,,2.7033904,0.007406549,Transit,84.23,0
635,TrES-2,b,0,1.272,0.03556,textures/earth.jpg,-,-,-,-,-,-,,2.47063,0.006768849,Transit,83.62,0
636,HAT-P-7,b,0,1.342,0.0377,textures/earth.jpg,-,-,-,-,-,-,,2.204737,0.006040375,Transit,83.111,0
637,HAT-P-11,b,0,0.422,0.053,textures/earth.jpg,-,-,-,-,-,-,,4.8878162,0.013391277,Transit,88.5,0
638,Kepler-4,b,0,0.357,0.0456,textures/earth.jpg,-,-,-,-,-,-,,3.21346,0.008804,Transit,89.76,0
639,Kepler-5,b,0,1.431,0.05064,textures/earth.jpg,-,-,-,-,-,-,,3.54846,0.009721808,Transit,86.3,0
640,Kepler-6,b,0,1.323,0.04567,textures/earth.jpg,-,-,-,-,-,-,,3.234723,0.008862255,Transit,86.8,0
641,Kepler-7,b,0,1.478,0.06224,textures/earth.jpg,-,-,-,-,-,-,,4.885525,0.013385,Transit,86.5,0
642,Kepler-8,b,0,1.419,0.0483,textures/earth.jpg,-,-,-,-,-,-,,3.52254,0.009650795,Transit,84.07,0
643,Kepler-9,b,0,0.842,0.14,textures/earth.jpg,-,-,-,-,-,-,,19.24,0.052712329,Transit,,0
644,Kepler-9,c,0,0.823,0.225,textures/earth.jpg,-,-,-,-,-,-,,38.91,0.10660274,Transit,,0
645,Kepler-9,d,0,0.146,0.0273,textures/earth.jpg,-,-,-,-,-,-,,1.592851,0.004363975,Transit,,0
646,Kepler-10,b,0,0.126,0.01684,textures/earth.jpg,-,-,-,-,-,-,,0.837495,0.002294507,Transit,84.4,0
647,Kepler-10,c,0,0.199,0.2407,textures/earth.jpg,-,-,-,-,-,-,,45.29485,0.124095479,Transit,89.65,0
648,Kepler-11,b,0,0.161,0.091,textures/earth.jpg,-,-,-,-,-,-,,10.3039,0.028229863,Transit,89.64,0
649,Kepler-11,c,0,0.256,0.107,textures/earth.jpg,-,-,-,-,-,-,,13.0241,0.035682466,Transit,89.59,0
650,Kepler-11,d,0,0.278,0.155,textures/earth.jpg,-,-,-,-,-,-,,22.6845,0.062149315,Transit,89.67,0
651,Kepler-11,e,0,0.374,0.195,textures/earth.jpg,-,-,-,-,-,-,,31.9996,0.087670137,Transit,88.89,0
652,Kepler-11,f,0,0.222,0.25,textures/earth.jpg,-,-,-,-,-,-,,46.6888,0.127914521,Transit,89.47,0
653,Kepler-11,g,0,0.297,0.466,textures/earth.jpg,-,-,-,-,-,-,,118.3807,0.324330685,Transit,89.87,0
654,Kepler-12,b,0,1.695,0.0556,textures/earth.jpg,-,-,-,-,-,-,,4.4379637,0.012158805,Transit,88.76,0
655,KOI-13,b,0,1.83,,textures/earth.jpg,-,-,-,-,-,-,,1.7635892,0.004831751,Transit,,0
656,Kepler-14,b,0,1.136,,textures/earth.jpg,-,-,-,-,-,-,,6.790123,0.018603077,Transit,90,0
